study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,mean_difference,standard_error,confidence_interval_lower,confidence_interval_upper,u_value,z_value,effect_size,sample_size_total,relative_effect,verification_status,verification_confidence,data_tier,verification_method
50,050_01,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,Baseline SDLS Score,metacognitive,,50.0,51.0,28.0,,27.0,,,,,,,,,0.1,,insufficient_data,table_ocr,,,,,baseline,Self-Directed Learning Scale,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_02,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,Baseline CCTS Score,cognitive,analyze,50.0,51.0,24.0,,25.0,,,,,,,,,0.23,,insufficient_data,table_ocr,,,,,baseline,Cornell Critical Thinking Test,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_03,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,Baseline GFS Score,affective,,50.0,51.0,4.2,,3.9,,,,,,,,,0.06,,insufficient_data,table_ocr,,,,,baseline,Global Flow Score,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_04,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 6 weeks,metacognitive,,50.0,51.0,31.0,,28.0,,,,,,,,,0.05,,insufficient_data,table_ocr,,,,,6-week,Self-Directed Learning Scale,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_05,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 12 weeks,metacognitive,,50.0,51.0,33.5,,29.0,,,,,,,,,0.01,,insufficient_data,table_ocr,,,,,12-week,Self-Directed Learning Scale,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_06,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 14 weeks,metacognitive,,50.0,51.0,34.4,,28.4,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,14-week,Self-Directed Learning Scale,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_07,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 6 weeks,cognitive,analyze,50.0,51.0,25.0,,24.0,,,,,,,,,0.27,,insufficient_data,table_ocr,,,,,6-week,Cornell Critical Thinking Test,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_08,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 12 weeks,cognitive,analyze,50.0,51.0,33.5,,27.0,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,12-week,Cornell Critical Thinking Test,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_09,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 14 weeks,cognitive,analyze,50.0,51.0,33.0,,26.0,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,14-week,Cornell Critical Thinking Test,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_10,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,GFS Score 6 weeks,affective,,50.0,51.0,4.65,,4.2,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,6-week,Global Flow Score,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
50,050_11,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,GFS Score 12 weeks,affective,,50.0,51.0,5.3,,4.5,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,12-week,Global Flow Score,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
51,051_01,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024.0,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Affective feedback quality,affective,,146.0,146.0,1.91,0.2,1.93,0.18,-0.1048,0.1171,-0.3344,0.1247,-0.1051,,0.32,0.48,,calculated_from_table,table_ocr,,,,,post-test,Feedback quality assessment,OpenAlex,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
51,051_02,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024.0,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Cognitive-Descriptive feedback quality,cognitive,understand,146.0,146.0,1.91,0.29,2.0,0.0,-0.4377578144931627,0.1184346526957404,-0.6698897337768142,-0.2056258952095114,-0.438893864184754,,3.25,0.05,0.03,calculated_M_SD,calculated_from_table,,,,,post-test,Feedback quality assessment,OpenAlex,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
51,051_03,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024.0,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Cognitive-Identification feedback quality,cognitive,understand,146.0,146.0,1.52,0.49,1.29,0.7,0.3797,0.1181,0.1482,0.6111,0.3807,,4.38,0.01,0.02,calculated_from_table,table_ocr,,,,,post-test,Feedback quality assessment,OpenAlex,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
51,051_04,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024.0,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Cognitive-Justification feedback quality,cognitive,evaluate,146.0,146.0,0.66,0.32,0.62,0.37,0.1153,0.1171,-0.1143,0.3449,0.1156,,0.24,0.36,,calculated_from_table,table_ocr,,,,,post-test,Feedback quality assessment,OpenAlex,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
51,051_05,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024.0,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Constructive feedback quality,cognitive,create,146.0,146.0,1.63,0.44,1.68,0.38,-0.1213,0.1171,-0.3509,0.1083,-0.1216,,0.36,0.26,,calculated_from_table,table_ocr,,,,,post-test,Feedback quality assessment,OpenAlex,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
52,052_01,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Task Score,cognitive,create,,,56.40206,,56.68041,,,,,,,,,,,insufficient_data,table_ocr,,,,,pre-test,Essay Writing Task,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
52,052_02,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Revision Score,cognitive,create,,,63.98969,,61.15464,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,Essay Writing Task,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
52,052_03,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Difference Score,cognitive,create,,,7.587629,7.477,4.474227,7.157,,,,,,,,0.003604,,insufficient_data,table_ocr,,,,,gain_score,Essay Writing Task,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
52,052_04,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Emotion,affective,,,,4.556701,3.07,3.762887,2.761,,,,,,,,0.0611,,insufficient_data,table_ocr,,,,,post-test,Self-reported questionnaire,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
52,052_05,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Motivation,affective,,,,5.051546,3.108,3.350515,2.479,,,,,,,,4e-05,,insufficient_data,table_ocr,,,,,post-test,Self-reported questionnaire,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
52,052_06,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Engagement,behavioral,,,,4.969072,3.411,3.989691,2.951,,,,,,,,0.0346,,insufficient_data,table_ocr,,,,,post-test,Self-reported questionnaire,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
53,053_01,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024.0,,Average assignment score,cognitive,apply,32.0,31.0,91.5,3.51,85.613,4.499,1.444,,,,1.462,5.801,,<0.001,,from_cohens_d,table_ocr,,,quasi-experimental,GPT-3.5,post-test,Assignment scores,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
53,053_02,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024.0,,Motivation,affective,,32.0,31.0,5.563,0.982,4.968,1.016,0.5883,0.2574,0.0838,1.0928,0.5957,,,0.02,,calculated_from_table,table_ocr,,,quasi-experimental,GPT-3.5,post-test,Motivation scale,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
53,053_03,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024.0,,SRL strategy,metacognitive,,32.0,31.0,4.25,0.984,3.613,1.054,0.6174,0.2579,0.1118,1.123,0.6251,,,0.011,,calculated_from_table,table_ocr,,,quasi-experimental,GPT-3.5,post-test,SRL strategy scale,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
53,053_04,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024.0,,Academic performance,cognitive,apply,32.0,31.0,78.696,11.085,72.065,6.153,0.7274,0.2602,0.2174,1.2374,0.7365,,,0.014,,calculated_from_table,table_ocr,,,quasi-experimental,GPT-3.5,post-test,Academic performance exam,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
54,054_01,Impact of ChatGPT on ESL students’ academic writing skills: a mixed methods intervention study,2024.0,Santosh Mahapatra,Academic Writing Skills - Post-test,cognitive,create,37.0,35.0,20.419,2.575,15.4,1.897,2.1862,0.298,1.6021,2.7702,2.2099,-5.643,,3.297e-07,,calculated_from_table,table_ocr,,,,,post-test,Writing Skills Assessment,Semantic Scholar,,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
54,054_02,Impact of ChatGPT on ESL students’ academic writing skills: a mixed methods intervention study,2024.0,Santosh Mahapatra,Academic Writing Skills - Delayed Post-test,cognitive,create,37.0,35.0,20.419,2.575,15.4,1.897,2.1862,0.298,1.6021,2.7702,2.2099,-9.371,,5.544e-14,,calculated_from_table,table_ocr,,,,,delayed-post-test,Writing Skills Assessment,Semantic Scholar,,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
55,055_01,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,knowing sub-skill,cognitive,remember,55.0,57.0,15.55,2.55,10.63,1.79,2.2249,0.2405,1.7536,2.6962,2.2402,,167.41,0.000,0.401,calculated_M_SD,,positive,,,,post-test,Quantum Theory Test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
55,055_02,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,applying sub-skill,cognitive,apply,55.0,57.0,25.49,3.77,16.89,2.86,2.5589,0.2549,2.0593,3.0584,2.5765,,150.55,0.005,0.433,calculated_M_SD,,positive,,,,post-test,Quantum Theory Test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
55,055_03,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,reasoning sub-skill,cognitive,analyze,55.0,57.0,17.51,3.71,11.73,2.99,1.7071,0.2208,1.2744,2.1398,1.7188,,117.8,0.006,0.54,calculated_M_SD,,positive,,,,post-test,Quantum Theory Test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
55,055_04,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,overall achievement,cognitive,,55.0,57.0,68.55,5.89,61.98,5.66,1.1301,0.2035,0.7311,1.529,1.1378,,435.76,0.011,1.374,calculated_M_SD,,positive,,,,post-test,Quantum Theory Test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
55,055_05,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,engagement,affective,,55.0,,,,,,,,,,,,,,,insufficient_data,,positive,,,,,semi-structured interviews,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
55,055_06,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,comprehension,cognitive,understand,55.0,,,,,,,,,,,,,,,insufficient_data,,positive,,,,,semi-structured interviews,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
55,055_07,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,problem-solving skills,cognitive,apply,55.0,,,,,,,,,,,,,,,insufficient_data,,positive,,,,,semi-structured interviews,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
55,055_08,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,perceived relevance,affective,,55.0,,,,,,,,,,,,,,,insufficient_data,,positive,,,,,semi-structured interviews,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
56,056_01,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Word Count per Example,behavioral,,89.0,92.0,32.05,6.29,16.85,5.71,2.5218,0.1992,2.1314,2.9122,2.5324,,,,,calculated_from_table,table_ocr,,,,,post-test,Word Count Analysis,Semantic Scholar,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
56,056_02,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Word Count per Example - Gen-Story,behavioral,,91.0,92.0,65.61,12.02,16.85,5.71,5.1694,0.308,4.5657,5.7731,5.191,,,,,calculated_from_table,table_ocr,,extreme_value,,,post-test,Word Count Analysis,Semantic Scholar,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
56,056_03,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Engagement Time (seconds/example),behavioral,,89.0,92.0,38.85,24.71,17.28,10.26,1.1421,0.1603,0.8279,1.4564,1.1469,,,,,calculated_from_table,table_ocr,,,,,post-test,Time Tracking,Semantic Scholar,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
56,056_04,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Engagement Time (seconds/example) - Gen-Story,behavioral,,91.0,92.0,43.97,23.42,17.28,10.26,1.4729,0.1667,1.1461,1.7996,1.479,,,,,calculated_from_table,table_ocr,,,,,post-test,Time Tracking,Semantic Scholar,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
56,056_05,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Flesch-Kincaid Reading Ease,cognitive,understand,89.0,92.0,26.59,17.63,55.99,22.48,-1.4464,0.167,-1.7737,-1.1191,-1.4525,,,,,calculated_from_table,table_ocr,,,,,post-test,Flesch-Kincaid Reading Ease,Semantic Scholar,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
56,056_06,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Flesch-Kincaid Reading Ease - Gen-Story,cognitive,understand,91.0,92.0,71.82,10.9,55.99,22.48,0.8908,0.155,0.587,1.1947,0.8946,,,,,calculated_from_table,table_ocr,,,,,post-test,Flesch-Kincaid Reading Ease,Semantic Scholar,,,,,,,,,,,,,FLAGGED_FOR_REVIEW,0.0,3,manual_review_issues
57,057_01,Supporting Self-Reflection at Scale with Large Language Models: Insights from Randomized Field Experiments in Classrooms,2024.0,Harsh Kumar; Ruiwei Xiao; Benjamin Lawson; Ilya Musabirov; Jiakai Shi; Xinyuan Wang; Huayin Luo; J. Williams; Anna N. Rafferty; John Stamper; Michael Liut,,,,,,,,,,,,,,,,,,,,,,,,,,,Semantic Scholar,,,ocr_failed,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
58,058_01,The Effects of Generative AI Agents and Scaffolding on Enhancing Students' Comprehension of Visual Learning Analytics,2024.0,Lixiang Yan; Roberto Martinez-Maldonado; Yueqiao Jin; Vanessa Echeverria; Mikaela Milesi; Jie Fan; Linxuan Zhao; Riordan Alfredo; Xinyu Li; Dragan Gašević,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv,,,ocr_failed,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_01,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Ethical standards,affective,,52.0,47.0,36.95,,64.44,,,,,,,,,<.000,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_02,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Nursing processes,cognitive,apply,52.0,47.0,35.69,,65.83,,,,,,,,,<.000,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_03,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Knowledge of professional standards,cognitive,remember,52.0,47.0,47.09,,53.22,,,,,,,,,.26,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_04,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Understanding of ethical concepts,cognitive,understand,52.0,47.0,41.19,,59.74,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_05,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Communication of professional and ethical standards,behavioral,,52.0,47.0,50.58,,49.36,,,,,,,,,.812,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_06,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Analysis of challenges and barriers,cognitive,analyze,52.0,47.0,40.85,,60.13,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_07,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of ethical principles,cognitive,apply,52.0,47.0,37.42,,63.91,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_08,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of nursing processes,cognitive,apply,52.0,47.0,48.06,,52.15,,,,,,,,,.455,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_09,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Critical thinking skills,cognitive,analyze,52.0,47.0,33.42,,68.34,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_10,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Integration of evidence-based knowledge and clinical reasoning,cognitive,analyze,52.0,47.0,34.78,,66.84,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_11,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Collaboration and teamwork,behavioral,,52.0,47.0,48.35,,51.83,,,,,,,,,.531,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
59,059_12,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Reflection and improvement,metacognitive,,52.0,47.0,39.46,,61.66,,,,,,,,,<.001,,insufficient_data,table_ocr,,,,,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
60,060_01,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024.0,,Academic Writing Pre-test,cognitive,apply,25.0,25.0,61.44,11.06,64.06,8.42,-0.2624,0.2841,-0.8191,0.2944,-0.2666,-1.437,,0.78,,calculated_from_table,table_ocr,,,RCT,ChatGPT,pre-test,Academic Writing Test,Semantic Scholar,,,,,,,,,,,,,VERIFIED,75.0,1,pdf_cross_check
60,060_02,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024.0,,Academic Writing Post-test,cognitive,apply,25.0,25.0,89.74,9.08,82.15,10.23,0.7724,0.2932,0.1977,1.3471,0.7847,6.53,,0.0,,calculated_from_table,table_ocr,,,RCT,ChatGPT,post-test,Academic Writing Test,Semantic Scholar,,,,,,,,,,,,,VERIFIED,75.0,1,pdf_cross_check
62,062_01,Using ChatGPT in Psychiatry to Design Script Concordance Tests in Undergraduate Medical Education: Mixed Methods Study,2024.0,Alexandre Hudon; Barnabé Kiepura; Myriam Pelletier; Véronique Phan,,,,,,,,,,,,,,,,,,,,,,,,,,,Semantic Scholar,,,ocr_failed,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
