study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,study_design,genai_tool,source,doi,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
25,025_08,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Attitudes towards 21st century learning,affective,not_reported,31,30,33.6,4.49,28,3.87,1.3173,0.2825,0.7636,1.8711,1.3344,NA,26.38,<0.001,0.313,RCT,not_reported,ERIC,10.1111/jcal.13085,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,CG,EG,"61 first-year engineering students (43 males, 18 females) from Network Embedded Systems course. CG=30, EG=31. Baseline demographics table not visible in provided pages.",undergraduate,undergraduate
26,026_01,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025,not_reported,Thermodynamics Knowledge - Pretest,cognitive,understand,60,60,12.22,3.15,12.35,2.64,-0.0444,0.1826,-0.4023,0.3134,-0.0447,NA,NA,NA,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1186/s43031-025-00125-z,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control Group,Experimental Group,"N=60 per group mentioned in Table 2 note. Overall demographics: 120 students, 54 male/66 female, ages 19-21. No baseline demographics table by group found in provided pages.",undergraduate,undergraduate
26,026_02,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025,not_reported,Thermodynamics Knowledge - Posttest,cognitive,understand,60,60,22.53,3.03,18.6,1.9,0.6101,0.208,1.1364,1.9518,0.614,NA,NA,0.001,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1186/s43031-025-00125-z,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control Group,Experimental Group,"N=60 per group mentioned in Table 2 note. Overall demographics: 120 students, 54 male/66 female, ages 19-21. No baseline demographics table by group found in provided pages.",undergraduate,undergraduate
26,026_03,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025,not_reported,Thermodynamics Learning Gains,cognitive,understand,60,60,10.31,3,6.25,5,0.9784,0.1932,0.5998,1.3571,0.9847,NA,NA,0.001,NA,quasi-experimental,ChatGPT,Semantic Scholar,10.1186/s43031-025-00125-z,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control Group,Experimental Group,"N=60 per group mentioned in Table 2 note. Overall demographics: 120 students, 54 male/66 female, ages 19-21. No baseline demographics table by group found in provided pages.",undergraduate,undergraduate
27,027_01,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given across both sessions (min 12 - number of required peer reviews),behavioral,not_reported,17,17,23,23,16.9,1,0.3659,0.3459,-0.312,1.0437,0.3747,NA,NA,0.05,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_02,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given (Session 1),behavioral,not_reported,17,17,13.6,23,9.6,1,0.2399,0.3442,-0.4348,0.9146,0.2457,NA,NA,NA,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_03,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given (Session 2),behavioral,not_reported,17,17,9.5,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_04,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Overall quality of feedback given across both sessions (max 9),cognitive,evaluate,17,17,5.6,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_05,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Total quality of feedback,cognitive,evaluate,17,17,5.6,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_06,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Clarity,cognitive,evaluate,17,17,2.6,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_07,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Relevance,cognitive,evaluate,17,17,1.9,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_08,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Specificity,cognitive,evaluate,17,17,1.1,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_09,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Total quality of feedback,cognitive,evaluate,17,17,5.5,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_10,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Clarity,cognitive,evaluate,17,17,2.6,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_11,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Relevance,cognitive,evaluate,17,17,1.7,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_12,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Specificity,cognitive,evaluate,17,17,1.1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_13,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,I provided honest and unbiased ratings to my peers regardless of how that impacted their grades,affective,not_reported,17,17,6.5,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_14,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,I felt motivated to give peer feedback on the platform,affective,not_reported,17,17,5.6,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_15,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,How would you rate the quality of open-ended feedback you received from your peers overall?,cognitive,evaluate,17,17,5.9,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_16,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,How often did you consult the AI feedback assistant for insight into the feedback you provided?,behavioral,not_reported,17,17,5.6,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_17,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Do you feel that the AI feedback assistant helped you improve the quality of your open-ended feedback?,metacognitive,not_reported,17,17,5.7,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_18,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,"Overall, I found my experience on the platform enjoyable",affective,not_reported,17,17,5.6,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
27,027_19,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Using the platform helped me improve my skills in giving feedback,metacognitive,not_reported,17,17,5.9,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,
28,028_01,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Enjoyment (PE),affective,not_reported,33,NA,4.36,0.552,3.71,0.58,NA,NA,NA,NA,NA,NA,NA,0.001,NA,quasi-experimental,ChatGPT,OpenAlex,10.54607/hcmue.js.22.3.4726(2025),,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found. Study mentions 33 mathematics teachers who were graduate students, but no group-wise demographic breakdown provided in visible tables.",,
28,028_02,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Usefulness (PU),affective,not_reported,33,NA,4.4,0.583,3.86,0.6,NA,NA,NA,NA,NA,NA,NA,0.001,NA,quasi-experimental,ChatGPT,OpenAlex,10.54607/hcmue.js.22.3.4726(2025),,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found. Study mentions 33 mathematics teachers who were graduate students, but no group-wise demographic breakdown provided in visible tables.",,
28,028_03,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Ease of Use (PEU),affective,not_reported,33,NA,4.03,0.621,3.51,0.498,NA,NA,NA,NA,NA,NA,NA,0.001,NA,quasi-experimental,ChatGPT,OpenAlex,10.54607/hcmue.js.22.3.4726(2025),,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found. Study mentions 33 mathematics teachers who were graduate students, but no group-wise demographic breakdown provided in visible tables.",,
28,028_04,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Behavioral Intention (BI),behavioral,not_reported,33,NA,4.41,0.569,4.15,0.593,NA,NA,NA,NA,NA,NA,NA,0.016,NA,quasi-experimental,ChatGPT,OpenAlex,10.54607/hcmue.js.22.3.4726(2025),,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found. Study mentions 33 mathematics teachers who were graduate students, but no group-wise demographic breakdown provided in visible tables.",,
29,029_01,Resurrecting Socrates in the Age of AI: A Study Protocol for Evaluating a Socratic Tutor to Support Research Question Development in Higher Education,2025,Ben Degen,not_reported,not_reported,not_reported,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quasi-experimental,ChatGPT (gpt-4o),arXiv,,,,,,,,,,,,high,,,,,,,,,,,,,"Study protocol only - no baseline data tables found. Groups mentioned: Group 1 (Socratic AI Tutor) vs Group 2 (uninstructed AI chatbot), ~80 graduate teacher education students planned",,
30,030_01,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025,Mahir Akgün; Şacip Toker,learning outcomes,cognitive,apply,30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,undergraduate,undergraduate,no-pretest/Fixed Pretesting,pretest/AI-Assisted Pretesting,"Study 1: 73 undergrad students, 17 women 56 men, 31 no-pretest vs 30 pretest. Study 2: 78 students, 16 women 62 men, 36 Fixed vs 42 AI-Assisted. Study 3: 87 students, 21 women 66 men, 38 Fixed vs 49 AI-Assisted. No formal baseline demographics table found.",undergraduate,undergraduate
30,030_02,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025,Mahir Akgün; Şacip Toker,motivation,affective,not_reported,30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,undergraduate,undergraduate,no-pretest/Fixed Pretesting,pretest/AI-Assisted Pretesting,"Study 1: 73 undergrad students, 17 women 56 men, 31 no-pretest vs 30 pretest. Study 2: 78 students, 16 women 62 men, 36 Fixed vs 42 AI-Assisted. Study 3: 87 students, 21 women 66 men, 38 Fixed vs 49 AI-Assisted. No formal baseline demographics table found.",undergraduate,undergraduate
30,030_03,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025,Mahir Akgün; Şacip Toker,perceived choice,affective,not_reported,49,38,15.84,4.86,17.43,3.57,0.3769,0.218,-0.0504,0.8043,0.3803,NA,3.087,0.083,0.035,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,undergraduate,undergraduate,no-pretest/Fixed Pretesting,pretest/AI-Assisted Pretesting,"Study 1: 73 undergrad students, 17 women 56 men, 31 no-pretest vs 30 pretest. Study 2: 78 students, 16 women 62 men, 36 Fixed vs 42 AI-Assisted. Study 3: 87 students, 21 women 66 men, 38 Fixed vs 49 AI-Assisted. No formal baseline demographics table found.",undergraduate,undergraduate
