study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,study_design,genai_tool,source,doi,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment,blooms_category,academic_level,hedges_g_original
25,025_07,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Attitudes towards engineering/technology,affective,not_reported,31.0,30.0,32.2,4.6,27.5,4.3,1.0415,0.2729,0.5066,1.5764,1.055,,16.06,<0.001,0.217,RCT,not_reported,ERIC,10.1111/jcal.13085,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,CG,EG,"61 first-year engineering students (43 males, 18 females) from Network Embedded Systems course. CG=30, EG=31. Baseline demographics table not visible in provided pages.",undergraduate,undergraduate,not_classified,mixed,1.0415
25,025_08,"Integrating Peer Assessment Cycle into ChatGPT for STEM Education: A Randomised Controlled Trial on Knowledge, Skills, and Attitudes Enhancement",2025,Ting-Ting Wu; Hsin-Yu Lee; Pei-Hua Chen; Chia-Ju Lin; Yueh-Min Huang,Attitudes towards 21st century learning,affective,not_reported,31.0,30.0,33.6,4.49,28.0,3.87,1.3173,0.2825,0.7636,1.8711,1.3344,,26.38,<0.001,0.313,RCT,not_reported,ERIC,10.1111/jcal.13085,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,CG,EG,"61 first-year engineering students (43 males, 18 females) from Network Embedded Systems course. CG=30, EG=31. Baseline demographics table not visible in provided pages.",undergraduate,undergraduate,not_classified,mixed,1.3173
26,026_01,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025,not_reported,Thermodynamics Knowledge - Pretest,cognitive,understand,60.0,60.0,12.22,3.15,12.35,2.64,-0.0444,0.1826,-0.4023,0.3134,-0.0447,,,,,quasi-experimental,ChatGPT,Semantic Scholar,10.1186/s43031-025-00125-z,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control Group,Experimental Group,"N=60 per group mentioned in Table 2 note. Overall demographics: 120 students, 54 male/66 female, ages 19-21. No baseline demographics table by group found in provided pages.",undergraduate,undergraduate,lower_order,mixed,-0.0444
26,026_02,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025,not_reported,Thermodynamics Knowledge - Posttest,cognitive,understand,60.0,60.0,22.53,3.03,18.6,1.9,0.6101,0.208,1.1364,1.9518,0.614,,,0.001,,quasi-experimental,ChatGPT,Semantic Scholar,10.1186/s43031-025-00125-z,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control Group,Experimental Group,"N=60 per group mentioned in Table 2 note. Overall demographics: 120 students, 54 male/66 female, ages 19-21. No baseline demographics table by group found in provided pages.",undergraduate,undergraduate,lower_order,mixed,0.6101
26,026_03,"Integrating generative AI into STEM education: enhancing conceptual understanding, addressing misconceptions, and assessing student acceptance",2025,not_reported,Thermodynamics Learning Gains,cognitive,understand,60.0,60.0,10.31,3.0,6.25,5.0,0.9784,0.1932,0.5998,1.3571,0.9847,,,0.001,,quasi-experimental,ChatGPT,Semantic Scholar,10.1186/s43031-025-00125-z,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control Group,Experimental Group,"N=60 per group mentioned in Table 2 note. Overall demographics: 120 students, 54 male/66 female, ages 19-21. No baseline demographics table by group found in provided pages.",undergraduate,undergraduate,lower_order,mixed,0.9784
27,027_01,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given across both sessions (min 12 - number of required peer reviews),behavioral,not_reported,17.0,17.0,23.0,23.0,16.9,1.0,0.3659,0.3459,-0.312,1.0437,0.3747,,,0.05,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,0.3659
27,027_02,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given (Session 1),behavioral,not_reported,17.0,17.0,13.6,23.0,9.6,1.0,0.2399,0.3442,-0.4348,0.9146,0.2457,,,,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,0.2399
27,027_03,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Amount of feedback given (Session 2),behavioral,not_reported,17.0,17.0,9.5,,7.3,,,,,,,,,,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,
27,027_04,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Overall quality of feedback given across both sessions (max 9),cognitive,evaluate,17.0,17.0,5.6,,4.1,,,,,,,,,0.03,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_05,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Total quality of feedback,cognitive,evaluate,17.0,17.0,5.6,,4.1,,,,,,,,,,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_06,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Clarity,cognitive,evaluate,17.0,17.0,2.6,,2.6,,,,,,,,,0.93,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_07,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Relevance,cognitive,evaluate,17.0,17.0,1.9,,1.3,,,,,,,,,0.01,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_08,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 1: Average Specificity,cognitive,evaluate,17.0,17.0,1.1,,0.3,,,,,,,,,0.001,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_09,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Total quality of feedback,cognitive,evaluate,17.0,17.0,5.5,,4.6,,,,,,,,,0.12,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_10,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Clarity,cognitive,evaluate,17.0,17.0,2.6,,2.6,,,,,,,,,0.81,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_11,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Relevance,cognitive,evaluate,17.0,17.0,1.7,,1.5,,,,,,,,,0.21,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_12,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Session 2: Average Specificity,cognitive,evaluate,17.0,17.0,1.1,,0.5,,,,,,,,,0.07,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_13,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,I provided honest and unbiased ratings to my peers regardless of how that impacted their grades,affective,not_reported,17.0,17.0,6.5,,6.6,,,,,,,,,0.49,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,
27,027_14,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,I felt motivated to give peer feedback on the platform,affective,not_reported,17.0,17.0,5.6,,5.9,,,,,,,,,0.64,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,
27,027_15,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,How would you rate the quality of open-ended feedback you received from your peers overall?,cognitive,evaluate,17.0,17.0,5.9,,6.0,,,,,,,,,0.28,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,higher_order,not_specified,
27,027_16,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,How often did you consult the AI feedback assistant for insight into the feedback you provided?,behavioral,not_reported,17.0,17.0,5.6,,3.1,,,,,,,,,0.003,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,
27,027_17,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Do you feel that the AI feedback assistant helped you improve the quality of your open-ended feedback?,metacognitive,not_reported,17.0,17.0,5.7,,4.8,,,,,,,,,0.11,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,
27,027_18,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,"Overall, I found my experience on the platform enjoyable",affective,not_reported,17.0,17.0,5.6,,5.6,,,,,,,,,0.17,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,
27,027_19,Level Up Peer Review in Education: Investigating genAI-driven Gamification system and its influence on Peer Feedback Effectiveness,2025,Rafal Wlodarski; Leonardo da Silva Sousa; Allison Connell Pensky,Using the platform helped me improve my skills in giving feedback,metacognitive,not_reported,17.0,17.0,5.9,,5.6,,,,,,,,,0.82,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,Control,Treatment,"No baseline demographics table found. Study mentions 34 students in master's course on functional programming, randomly assigned to control (n=17) and treatment (n=17) groups.",,,not_classified,not_specified,
28,028_01,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Enjoyment (PE),affective,not_reported,33.0,,4.36,0.552,3.71,0.58,,,,,,,,0.001,,quasi-experimental,ChatGPT,OpenAlex,10.54607/hcmue.js.22.3.4726(2025),,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found. Study mentions 33 mathematics teachers who were graduate students, but no group-wise demographic breakdown provided in visible tables.",,,not_classified,not_specified,
28,028_02,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Usefulness (PU),affective,not_reported,33.0,,4.4,0.583,3.86,0.6,,,,,,,,0.001,,quasi-experimental,ChatGPT,OpenAlex,10.54607/hcmue.js.22.3.4726(2025),,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found. Study mentions 33 mathematics teachers who were graduate students, but no group-wise demographic breakdown provided in visible tables.",,,not_classified,not_specified,
28,028_03,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Perceived Ease of Use (PEU),affective,not_reported,33.0,,4.03,0.621,3.51,0.498,,,,,,,,0.001,,quasi-experimental,ChatGPT,OpenAlex,10.54607/hcmue.js.22.3.4726(2025),,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found. Study mentions 33 mathematics teachers who were graduate students, but no group-wise demographic breakdown provided in visible tables.",,,not_classified,not_specified,
28,028_04,PROMOTING TEACHERS' USE OF CHATGPT: A CASE STUDY ON GENERATING REAL-WORLD PROBLEMS IN 10TH GRADE ALGEBRA INSTRUCTION,2025,Tuan Cong Le; Nguyen Dat Minh; Minh Dũng Tăng; Van Trinh; Nhut Minh Nguyen,Behavioral Intention (BI),behavioral,not_reported,33.0,,4.41,0.569,4.15,0.593,,,,,,,,0.016,,quasi-experimental,ChatGPT,OpenAlex,10.54607/hcmue.js.22.3.4726(2025),,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found. Study mentions 33 mathematics teachers who were graduate students, but no group-wise demographic breakdown provided in visible tables.",,,not_classified,not_specified,
29,029_01,Resurrecting Socrates in the Age of AI: A Study Protocol for Evaluating a Socratic Tutor to Support Research Question Development in Higher Education,2025,Ben Degen,not_reported,not_reported,not_reported,80.0,,,,,,,,,,,,,,,quasi-experimental,ChatGPT (gpt-4o),arXiv,,,,,,,,,,,,high,,,,,,,,,,,,,"Study protocol only - no baseline data tables found. Groups mentioned: Group 1 (Socratic AI Tutor) vs Group 2 (uninstructed AI chatbot), ~80 graduate teacher education students planned",,,not_classified,not_specified,
30,030_01,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025,Mahir Akgün; Şacip Toker,learning outcomes,cognitive,apply,30.0,31.0,,,,,,,,,,,,,,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,undergraduate,undergraduate,no-pretest/Fixed Pretesting,pretest/AI-Assisted Pretesting,"Study 1: 73 undergrad students, 17 women 56 men, 31 no-pretest vs 30 pretest. Study 2: 78 students, 16 women 62 men, 36 Fixed vs 42 AI-Assisted. Study 3: 87 students, 21 women 66 men, 38 Fixed vs 49 AI-Assisted. No formal baseline demographics table found.",undergraduate,undergraduate,lower_order,mixed,
